CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;as;3;0.5;4.93;0.04;81;NA;NA;NA;50;1
2;FALSE;FALSE;eas;1;3;9.93;0.53;33;NA;NA;87;27;0
3;FALSE;FALSE;mmas;0;4.25;7.43;0.29;57;NA;NA;NA;NA;NA
4;FALSE;FALSE;acs;2;1.75;2.43;0.78;9;0.98;NA;NA;15;0
5;TRUE;FALSE;ras;3;4.87;8.68;0.66;21;NA;10;NA;33;1
6;FALSE;FALSE;as;1;2.37;3.68;0.16;69;NA;NA;NA;10;0
7;FALSE;FALSE;acs;0;1.12;1.18;0.91;45;0.35;NA;NA;NA;NA
8;FALSE;FALSE;eas;2;3.62;6.18;0.41;93;NA;NA;368;21;0
9;FALSE;FALSE;ras;2;0.19;6.81;0.22;51;NA;91;NA;41;0
10;FALSE;FALSE;as;0;2.69;1.81;0.72;99;NA;NA;NA;NA;NA
11;TRUE;FALSE;mmas;3;1.44;9.31;0.97;75;NA;NA;NA;7;1
12;FALSE;FALSE;acs;1;3.94;4.31;0.47;27;0.17;NA;NA;30;0
13;FALSE;FALSE;mmas;2;4.56;0.56;0.6;63;NA;NA;NA;35;0
14;FALSE;FALSE;ras;0;2.06;5.56;0.1;15;NA;29;NA;NA;NA
15;TRUE;FALSE;acs;3;3.31;3.06;0.35;39;0.54;NA;NA;24;1
16;FALSE;FALSE;eas;1;0.81;8.06;0.84;87;NA;NA;134;47;0
17;TRUE;FALSE;mmas;2;0.97;2.74;0.75;30;NA;NA;NA;11;1
18;FALSE;FALSE;ras;0;3.47;7.74;0.26;78;NA;44;NA;NA;NA
19;FALSE;FALSE;as;1;4.72;5.24;1;6;NA;NA;NA;23;1
20;FALSE;FALSE;eas;3;2.22;0.24;0.5;54;NA;NA;157;46;0
21;FALSE;FALSE;ras;1;0.34;1.49;0.38;90;NA;57;NA;5;1
22;FALSE;FALSE;as;3;2.84;6.49;0.87;42;NA;NA;NA;28;0
23;FALSE;FALSE;eas;0;1.59;3.99;0.63;18;NA;NA;251;NA;NA
24;FALSE;FALSE;acs;2;4.09;8.99;0.13;66;0.01;NA;NA;17;1
25;FALSE;FALSE;mmas;1;3.16;0.87;0.07;48;NA;NA;NA;31;1
26;FALSE;FALSE;acs;3;0.66;5.87;0.56;96;0.45;NA;NA;8;0
27;FALSE;FALSE;as;2;1.91;8.37;0.32;24;NA;NA;NA;43;1
28;FALSE;FALSE;eas;0;4.41;3.37;0.81;72;NA;NA;298;NA;NA
29;FALSE;FALSE;mmas;0;0.03;9.62;0.44;36;NA;NA;NA;NA;NA
30;FALSE;FALSE;ras;2;2.53;4.62;0.94;84;NA;76;NA;37;1
31;FALSE;FALSE;acs;1;1.28;7.12;0.69;60;0.82;NA;NA;48;1
32;FALSE;FALSE;eas;3;3.78;2.12;0.19;12;NA;NA;17;25;0
33;FALSE;FALSE;mmas;3;0.27;0.71;0.27;7;NA;NA;NA;19;0
34;FALSE;FALSE;acs;1;2.77;5.71;0.77;55;0.59;NA;NA;42;1
35;FALSE;FALSE;ras;2;1.52;3.21;0.52;79;NA;71;NA;30;1
36;FALSE;FALSE;as;0;4.02;8.21;0.02;31;NA;NA;NA;NA;NA
37;FALSE;FALSE;as;2;3.39;9.46;0.15;19;NA;NA;NA;48;1
38;FALSE;FALSE;eas;0;0.89;4.46;0.64;67;NA;NA;661;NA;NA
39;FALSE;FALSE;mmas;1;2.14;1.96;0.39;43;NA;NA;NA;36;1
40;FALSE;FALSE;ras;3;4.64;6.96;0.89;91;NA;33;NA;13;0
41;FALSE;FALSE;mmas;3;1.83;5.09;0.7;49;NA;NA;NA;33;0
42;FALSE;FALSE;ras;1;4.33;0.09;0.21;97;NA;90;NA;10;1
43;FALSE;FALSE;acs;2;0.58;7.59;0.46;73;0.28;NA;NA;22;1
44;FALSE;FALSE;eas;0;3.08;2.59;0.95;25;NA;NA;614;NA;NA
45;FALSE;FALSE;acs;0;2.45;8.84;0.33;85;0.9;NA;NA;NA;NA
46;FALSE;FALSE;mmas;2;1.78;7.52;0.36;78;NA;NA;NA;22;0
47;FALSE;FALSE;mmas;2;1.92;1.08;0.84;42;NA;NA;NA;22;0
48;FALSE;FALSE;as;2;2.01;1.14;0.63;35;NA;NA;NA;31;1
49;FALSE;FALSE;acs;1;2.47;3.35;0.32;26;0.24;NA;NA;12;1
50;FALSE;FALSE;as;2;4.14;4.49;0.18;50;NA;NA;NA;34;1
51;FALSE;FALSE;acs;3;3.41;6.63;0.23;91;0.86;NA;NA;22;1
52;FALSE;FALSE;mmas;3;4.89;8.63;0.9;41;NA;NA;NA;26;1
53;FALSE;FALSE;as;0;0.02;3.87;0.61;6;NA;NA;NA;NA;NA
54;FALSE;FALSE;mmas;2;3.17;1.38;0.71;52;NA;NA;NA;43;0
55;TRUE;FALSE;acs;3;3.15;4.41;0.64;50;0.47;NA;NA;34;1
56;FALSE;FALSE;as;1;2.17;1.74;0.24;78;NA;NA;NA;10;1
57;FALSE;FALSE;as;2;2.55;8.96;0.37;45;NA;NA;NA;29;0
58;FALSE;FALSE;mmas;2;0.88;2.31;0.98;16;NA;NA;NA;11;1
59;FALSE;FALSE;acs;3;3.2;6.87;0.48;90;0.2;NA;NA;22;1
60;FALSE;FALSE;ras;3;1.4;9.22;0.87;28;NA;30;NA;26;0
61;FALSE;FALSE;acs;2;4.67;9.8;0.78;58;0.78;NA;NA;39;0
62;FALSE;FALSE;mmas;3;0.78;3.6;0.4;35;NA;NA;NA;34;1
63;FALSE;FALSE;mmas;2;3;7.67;0.42;13;NA;NA;NA;15;0
64;FALSE;FALSE;acs;0;3.51;4.27;0.71;31;0.14;NA;NA;NA;NA
65;FALSE;FALSE;ras;1;2.35;3.51;0.12;28;NA;79;NA;10;0
66;FALSE;FALSE;acs;0;3.9;3.42;0.41;53;0.84;NA;NA;NA;NA
67;FALSE;FALSE;as;0;4.76;0.89;0.64;36;NA;NA;NA;NA;NA
68;FALSE;FALSE;ras;2;4.51;2.28;0.36;26;NA;28;NA;49;1
69;FALSE;FALSE;acs;3;0.21;5.65;0.57;12;0.4;NA;NA;17;0
70;TRUE;FALSE;acs;3;4.3;7.46;0.9;7;0.17;NA;NA;20;1
71;FALSE;FALSE;as;3;0.87;8.8;0.59;78;NA;NA;NA;23;1
72;FALSE;FALSE;as;0;3.39;0.76;0.18;48;NA;NA;NA;NA;NA
73;FALSE;FALSE;acs;2;4.28;9.12;0.56;60;0.64;NA;NA;20;1
74;FALSE;FALSE;mmas;3;3.99;0.89;0.14;17;NA;NA;NA;11;1
75;FALSE;FALSE;ras;3;4.98;8.69;0.45;59;NA;41;NA;26;0
76;FALSE;FALSE;mmas;3;3.89;4.9;0.99;17;NA;NA;NA;7;0
77;FALSE;FALSE;eas;2;2.01;0.21;0.12;38;NA;NA;716;5;1
78;FALSE;FALSE;as;3;0.83;5.81;0.6;32;NA;NA;NA;5;1
79;TRUE;FALSE;acs;3;2.27;6.59;0.49;22;0.17;NA;NA;21;0
80;FALSE;FALSE;eas;3;3.85;1.74;0.51;61;NA;NA;198;12;1
81;FALSE;FALSE;as;3;2.98;3.43;0.51;27;NA;NA;NA;23;0
82;FALSE;FALSE;acs;1;4.15;3.54;0.27;70;0.7;NA;NA;24;1
83;FALSE;FALSE;ras;2;1.51;1.87;0.47;45;NA;43;NA;29;1
84;FALSE;FALSE;acs;3;2.22;5.82;0.29;87;0.92;NA;NA;36;1
85;FALSE;FALSE;as;2;1.78;6.84;0.95;66;NA;NA;NA;46;1
86;FALSE;FALSE;as;3;3.86;0.96;0.19;88;NA;NA;NA;13;0
87;FALSE;FALSE;acs;3;3.35;3.23;0.24;59;0.48;NA;NA;31;1
88;FALSE;FALSE;acs;3;4.37;2.15;0.3;29;0.76;NA;NA;31;0
89;TRUE;FALSE;acs;3;1.64;3.31;0.08;26;0.38;NA;NA;17;1
90;FALSE;FALSE;acs;3;2.93;1.43;0.34;40;0.43;NA;NA;44;1
91;FALSE;FALSE;as;3;2.6;1.73;0.6;41;NA;NA;NA;34;1
92;FALSE;FALSE;acs;3;4.49;9.13;0.57;23;0.51;NA;NA;46;1
93;FALSE;FALSE;ras;3;4.18;5.97;0.21;16;NA;9;NA;33;1
94;FALSE;FALSE;acs;2;4.18;2.61;0.7;15;0.84;NA;NA;6;1
95;FALSE;FALSE;ras;3;2.7;2.41;0.41;27;NA;10;NA;31;1
96;FALSE;FALSE;ras;3;2.29;4.68;0.34;25;NA;76;NA;30;1
97;FALSE;FALSE;acs;2;2.15;2.18;0.39;50;0.53;NA;NA;36;1
98;FALSE;FALSE;ras;3;3.48;9.72;0.76;39;NA;59;NA;30;1
99;FALSE;FALSE;ras;3;4.34;7.7;0.67;11;NA;14;NA;15;1
100;FALSE;FALSE;eas;3;3.83;5.55;0.08;64;NA;NA;703;8;1
101;FALSE;FALSE;acs;3;2.32;3.36;0.77;26;0.02;NA;NA;19;0
102;FALSE;FALSE;acs;3;3.68;7.44;0.91;39;0.02;NA;NA;19;1
103;FALSE;FALSE;ras;0;2.15;3.14;0.33;40;NA;82;NA;NA;NA
104;FALSE;FALSE;acs;3;3.4;1;0.23;24;0.67;NA;NA;31;1
105;TRUE;FALSE;acs;3;2.3;1.02;0.15;24;0.59;NA;NA;14;1
106;FALSE;FALSE;as;1;4.31;7.22;0.47;23;NA;NA;NA;16;1
107;FALSE;FALSE;eas;3;2.69;2.68;0.53;94;NA;NA;129;15;0
108;FALSE;FALSE;mmas;3;2.49;6.72;0.3;20;NA;NA;NA;30;0
109;FALSE;FALSE;acs;3;4.42;1.29;0.13;9;0.67;NA;NA;23;1
110;FALSE;FALSE;eas;3;2.56;5.77;0.56;62;NA;NA;57;40;1
111;TRUE;FALSE;acs;3;3.71;7.32;0.82;6;0.09;NA;NA;17;1
112;FALSE;FALSE;mmas;3;2.78;6.32;0.33;76;NA;NA;NA;35;0
113;FALSE;FALSE;eas;0;3.79;3.28;0.52;33;NA;NA;581;NA;NA
114;FALSE;FALSE;ras;0;3.71;7;0.55;58;NA;51;NA;NA;NA
115;FALSE;FALSE;acs;3;3.11;9.57;0.57;28;0.62;NA;NA;28;1
116;FALSE;FALSE;acs;3;4.89;0.37;0.04;22;0.43;NA;NA;25;0
117;FALSE;FALSE;ras;1;2;7.57;0.19;75;NA;79;NA;23;1
118;FALSE;FALSE;acs;3;3.56;3.75;0.61;43;0.15;NA;NA;22;0
119;FALSE;FALSE;ras;3;3.83;7.63;0.47;8;NA;24;NA;37;0
120;FALSE;FALSE;acs;3;3.74;7.5;0.46;5;0.01;NA;NA;19;0
