EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;296;604406085;2000-718.tsp;32776175
2;383;1447939075;2000-923.tsp;32328414
3;55;1170276921;2000-202.tsp;32261142
4;274;1600614588;2000-637.tsp;32294500
5;308;1191613150;2000-730.tsp;32337027
6;279;564143413;2000-701.tsp;32250666
7;227;387471327;2000-531.tsp;32486057
8;337;1148365332;2000-818.tsp;32623282
9;77;611044556;2000-222.tsp;32579776
10;66;1778986247;2000-212.tsp;32453505
11;257;120370286;2000-620.tsp;32436184
12;151;87781675;2000-37.tsp;32399928
13;176;991279196;2000-421.tsp;32679738
14;344;1557601042;2000-825.tsp;32245744
15;103;557297723;2000-3.tsp;32524862
16;182;1033289959;2000-427.tsp;32500691
