EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;50;1635490863;2000-18.tsp;32500163
2;325;657864138;2000-806.tsp;32925948
3;200;1497996336;2000-504.tsp;32347072
4;282;991699098;2000-704.tsp;32510413
5;29;1493133073;2000-125.tsp;32497796
6;386;1703614620;2000-926.tsp;32132200
7;263;1578151867;2000-626.tsp;32361511
8;149;583191633;2000-35.tsp;32308720
9;127;617451711;2000-321.tsp;32479649
10;284;1471543326;2000-706.tsp;32145572
11;244;1651711745;2000-607.tsp;32701424
12;387;1607850637;2000-927.tsp;32655566
13;253;676954590;2000-616.tsp;32395386
14;106;449075851;2000-302.tsp;32505593
15;273;1645131385;2000-636.tsp;32462794
16;338;74652056;2000-819.tsp;32513967
17;121;1530979767;2000-316.tsp;32555768
18;40;1123839475;2000-135.tsp;32731118
19;357;1788813739;2000-838.tsp;32777711
