EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;229;692881555;2000-533.tsp;NA
2;343;24686372;2000-824.tsp;NA
3;315;577027826;2000-737.tsp;NA
4;249;2115641369;2000-612.tsp;NA
5;54;917891736;2000-201.tsp;NA
6;35;1072057084;2000-130.tsp;NA
7;398;1521004710;2000-938.tsp;NA
8;226;1846424487;2000-530.tsp;NA
9;291;1177894683;2000-713.tsp;NA
10;81;1264347930;2000-226.tsp;NA
11;99;1037220989;2000-26.tsp;NA
12;26;740886855;2000-122.tsp;NA
13;245;375053952;2000-608.tsp;NA
14;1;53533871;2000-1.tsp;NA
15;314;741771444;2000-736.tsp;NA
16;261;1249239838;2000-624.tsp;NA
17;263;216779796;2000-626.tsp;NA
18;133;384897665;2000-327.tsp;NA
