CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;41;0;2;NA;NA;0.87;0.7;0.22
2;FALSE;141;3;1;NA;NA;2.12;1.95;0.67
3;FALSE;91;5;0;NA;9;0.25;1.33;0.45
4;FALSE;190;2;2;NA;NA;1.5;0.08;0.9
5;FALSE;16;4;1;NA;NA;0.56;2.26;0.56
6;FALSE;116;1;0;NA;NA;1.81;1.01;0.11
7;FALSE;66;3;0;NA;NA;1.18;0.39;0.78
8;FALSE;103;5;1;NA;6;1.34;1.8;0.28
9;FALSE;4;1;0;NA;NA;0.09;0.55;0.73
10;FALSE;153;0;1;NA;NA;1.97;1.17;0.05
11;FALSE;53;3;2;NA;NA;0.72;2.42;0.5
12;TRUE;178;4;0;NA;NA;1.65;2.11;0.62
13;FALSE;78;0;2;NA;NA;0.4;0.86;0.17
14;FALSE;29;6;1;6;NA;1.03;1.48;0.39
15;FALSE;128;2;2;NA;NA;2.28;0.23;0.84
16;FALSE;85;4;1;NA;NA;2.2;0.15;0.59
17;FALSE;184;1;2;NA;NA;0.95;1.4;0.14
18;FALSE;35;2;1;NA;NA;1.57;2.03;0.81
19;FALSE;134;6;0;10;NA;0.32;0.78;0.36
20;FALSE;159;3;2;NA;NA;0.01;0.47;0.47
21;FALSE;60;0;0;NA;NA;1.26;1.72;0.02
22;FALSE;109;1;1;NA;NA;0.64;2.34;0.7
23;TRUE;10;5;2;NA;10;1.89;1.09;0.25
24;FALSE;47;4;0;NA;NA;1.42;0.31;0.64
25;FALSE;147;0;1;NA;NA;0.17;1.56;0.19
26;FALSE;197;5;0;NA;8;0.79;0.94;0.42
27;FALSE;97;2;2;NA;NA;2.04;2.19;0.87
28;TRUE;22;1;1;NA;NA;2.36;1.87;0.08
29;FALSE;122;5;2;NA;9;1.11;0.62;0.53
30;FALSE;172;3;0;NA;NA;0.48;2.5;0.76
31;FALSE;72;6;1;11;NA;1.73;1.25;0.31
32;TRUE;13;0;1;NA;NA;2.24;2.46;0.35
33;FALSE;113;3;0;NA;NA;0.99;1.21;0.8
34;FALSE;162;1;2;NA;NA;0.36;1.83;0.57
35;FALSE;63;5;1;NA;5;1.61;0.58;0.12
36;FALSE;38;4;2;NA;NA;1.3;0.9;0.69
37;FALSE;137;1;0;NA;NA;0.05;2.15;0.24
38;FALSE;187;6;1;19;NA;0.68;0.27;0.01
39;FALSE;88;2;0;NA;NA;1.93;1.52;0.46
40;FALSE;100;4;1;NA;NA;2.4;0.74;0.74
41;FALSE;200;0;0;NA;NA;1.15;1.99;0.29
42;FALSE;50;2;1;NA;NA;1.77;1.37;0.52
43;FALSE;150;5;2;NA;3;0.52;0.12;0.07
44;FALSE;125;3;2;NA;NA;0.83;1.68;0.63
45;FALSE;25;6;0;18;NA;2.08;0.43;0.18
46;FALSE;75;1;2;NA;NA;1.46;2.3;0.4
