EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;68;530819061;2000-214.tsp;32612028
2;158;765775155;2000-403.tsp;32494389
3;347;326486431;2000-828.tsp;32305807
4;189;1428309720;2000-434.tsp;32383761
5;276;744175500;2000-639.tsp;32378635
6;305;1455297436;2000-727.tsp;32494058
7;266;369981219;2000-629.tsp;32663859
8;257;1442040378;2000-620.tsp;32436184
9;280;1008398106;2000-702.tsp;32365692
10;24;463940918;2000-120.tsp;32468684
11;198;897866684;2000-502.tsp;32614296
12;64;1718248960;2000-210.tsp;32420759
13;22;1258904498;2000-119.tsp;32448318
14;243;1931033498;2000-606.tsp;32550509
15;124;681552299;2000-319.tsp;32402808
16;302;566136725;2000-724.tsp;32710941
17;200;1467454846;2000-504.tsp;32347072
18;105;746457974;2000-301.tsp;32386474
