EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;247;310303817;2000-610.tsp;NA
2;240;2014451005;2000-603.tsp;NA
3;47;1438122795;2000-15.tsp;NA
4;170;1211069962;2000-415.tsp;NA
5;200;32630774;2000-504.tsp;NA
6;195;696877790;2000-440.tsp;NA
7;348;705401518;2000-829.tsp;NA
8;310;146043505;2000-732.tsp;NA
9;287;1889454856;2000-709.tsp;NA
10;226;1791908889;2000-530.tsp;NA
11;146;1862344833;2000-339.tsp;NA
12;315;1435213773;2000-737.tsp;NA
13;144;1058603442;2000-337.tsp;NA
14;179;489605930;2000-424.tsp;NA
15;359;1854126927;2000-840.tsp;NA
16;236;320704020;2000-540.tsp;NA
