CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;ras;2;1.19;3.94;0.08;90;NA;94;NA;39;1
2;FALSE;mmas;0;3.69;8.94;0.58;42;NA;NA;NA;NA;NA
3;FALSE;eas;3;2.44;1.44;0.83;18;NA;NA;373;27;0
4;FALSE;acs;1;4.94;6.44;0.33;66;0.03;NA;NA;50;1
5;FALSE;as;2;4.32;7.69;0.7;6;NA;NA;NA;45;1
6;FALSE;eas;0;1.82;2.69;0.21;54;NA;NA;92;NA;NA
7;TRUE;acs;3;3.07;5.19;0.46;78;0.65;NA;NA;10;0
8;FALSE;mmas;1;0.57;0.19;0.95;30;NA;NA;NA;33;1
9;FALSE;eas;3;4;0.81;0.52;72;NA;NA;233;47;0
10;FALSE;as;1;1.5;5.81;0.02;24;NA;NA;NA;24;1
11;FALSE;ras;0;0.25;8.31;0.76;96;NA;26;NA;NA;NA
12;FALSE;mmas;2;2.75;3.31;0.27;48;NA;NA;NA;13;1
13;FALSE;mmas;0;4.63;4.56;0.39;12;NA;NA;NA;NA;NA
14;FALSE;acs;2;2.13;9.56;0.89;60;0.84;NA;NA;19;1
15;FALSE;ras;1;3.38;2.06;0.64;84;NA;63;NA;7;1
16;FALSE;as;3;0.88;7.06;0.15;36;NA;NA;NA;30;0
17;FALSE;acs;1;2.29;4.87;0.55;9;1;NA;NA;29;0
18;FALSE;mmas;3;4.79;9.87;0.05;57;NA;NA;NA;6;1
19;FALSE;ras;2;3.54;7.37;0.8;33;NA;85;NA;40;0
20;FALSE;as;0;1.04;2.37;0.3;81;NA;NA;NA;NA;NA
21;FALSE;mmas;2;1.66;1.12;0.42;69;NA;NA;NA;34;0
22;FALSE;ras;0;4.16;6.12;0.92;21;NA;48;NA;NA;NA
23;FALSE;acs;3;0.41;3.62;0.67;45;0.37;NA;NA;23;1
24;FALSE;eas;1;2.91;8.62;0.18;93;NA;NA;256;46;0
25;FALSE;as;1;3.85;3;0.86;63;NA;NA;NA;9;0
26;FALSE;ras;3;1.35;8;0.36;15;NA;16;NA;32;1
27;FALSE;eas;2;0.1;5.5;0.61;87;NA;NA;22;20;0
28;FALSE;acs;0;2.6;0.5;0.11;39;0.56;NA;NA;NA;NA
29;FALSE;as;3;3.22;4.25;0.98;99;NA;NA;NA;49;1
30;FALSE;eas;1;0.72;9.25;0.49;51;NA;NA;303;26;0
31;FALSE;mmas;0;1.97;6.75;0.73;75;NA;NA;NA;NA;NA
32;FALSE;ras;2;4.47;1.75;0.24;27;NA;79;NA;14;0
33;FALSE;eas;1;4.55;7.84;0.1;46;NA;NA;666;19;0
34;FALSE;as;3;2.05;2.84;0.59;94;NA;NA;NA;42;1
35;FALSE;mmas;0;3.3;5.34;0.84;70;NA;NA;NA;NA;NA
36;FALSE;acs;2;0.8;0.34;0.35;22;0.42;NA;NA;8;0
