EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;332;1852684646;2000-813.tsp;32582182
2;233;921852081;2000-537.tsp;32726835
3;56;477309050;2000-203.tsp;32329420
4;131;1370167441;2000-325.tsp;32383861
5;189;108725283;2000-434.tsp;32383761
6;222;852808423;2000-526.tsp;32431884
7;57;1294701937;2000-204.tsp;32314241
8;229;1585268640;2000-533.tsp;32591564
9;30;615533662;2000-126.tsp;32647448
10;287;205357845;2000-709.tsp;32031558
11;305;1113386886;2000-727.tsp;32494058
12;97;835280626;2000-240.tsp;32223389
13;385;1494325655;2000-925.tsp;32749795
14;71;388100919;2000-217.tsp;32119926
15;379;760005680;2000-919.tsp;32305292
16;306;306957375;2000-728.tsp;32436893
