EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;28;891988995;2000-124.tsp;32497041
2;103;1848080901;2000-3.tsp;32550968
3;149;468816532;2000-35.tsp;32322162
4;10;908101104;2000-108.tsp;32619567
5;102;6598499;2000-29.tsp;32764650
6;86;1594642535;2000-230.tsp;32630603
7;230;1912758769;2000-534.tsp;32544014
8;144;292272166;2000-337.tsp;32561519
9;291;1140710875;2000-713.tsp;32552910
10;216;1578995138;2000-520.tsp;32516318
11;90;57482269;2000-234.tsp;32461835
12;235;389256372;2000-539.tsp;32265417
13;351;1257950797;2000-832.tsp;32802424
14;158;1130361966;2000-403.tsp;32518474
15;364;596733961;2000-904.tsp;32375103
16;232;675942345;2000-536.tsp;31995605
17;99;2113259060;2000-26.tsp;32778444
18;358;1891201397;2000-839.tsp;32344694
19;1;508632022;2000-1.tsp;32525797
20;247;1290583162;2000-610.tsp;32617183
21;271;2140079443;2000-634.tsp;32455580
22;100;1582064225;2000-27.tsp;32804705
23;263;542561716;2000-626.tsp;32373993
24;236;524109063;2000-540.tsp;32533637
