EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;28;1268894593;--competition 3 --problem 27 --dimensions 30;63.1436795974611
2;31;944003413;--competition 3 --problem 30 --dimensions 30;12.1225871898022
3;4;1577627509;--competition 3 --problem 3 --dimensions 30;32.9808500420154
4;5;2065150337;--competition 3 --problem 4 --dimensions 30;0.215654563298031
5;34;1806218142;--competition 3 --problem 33 --dimensions 30;8.79681232598253
6;1;1747159705;--competition 3 --problem 0 --dimensions 30;0.329486186516302
7;44;872859963;--competition 3 --problem 43 --dimensions 30;809.224949847411
8;37;1533813895;--competition 3 --problem 36 --dimensions 30;25.8205740548393
9;9;1837910495;--competition 3 --problem 8 --dimensions 30;20.8995320998706
10;21;373954250;--competition 3 --problem 20 --dimensions 30;14252.1970780264
11;39;1188204775;--competition 3 --problem 38 --dimensions 30;3.11399343705823
12;20;765356281;--competition 3 --problem 19 --dimensions 30;38.8262439792608
13;29;1262051184;--competition 3 --problem 28 --dimensions 30;97.290328235139
14;36;1321059655;--competition 3 --problem 35 --dimensions 30;28549.1258064126
15;18;844963387;--competition 3 --problem 17 --dimensions 30;0.47434198629815
16;38;380972832;--competition 3 --problem 37 --dimensions 30;49993.4460265801
17;22;718694983;--competition 3 --problem 21 --dimensions 30;15342.9712658704
18;48;929950266;--competition 3 --problem 47 --dimensions 30;856.385034976123
19;17;1605214750;--competition 3 --problem 16 --dimensions 30;0.020362871620764
